Quantity,Scale,Ingredient,Ingredient_cpl,Number,Unit,ID
500,g,framboises,,5,personnes,70134
4,feuilles,gélatine,,5,personnes,70134
2,,oeufs,,5,personnes,70134
40,,g d'aspartame,,5,personnes,70134
10,g,sucre vanillé,,5,personnes,70134
100,g,chocolat noir,(minimum 70% de cacao),5,personnes,70134
400,g,fromage blanc,à 0% de matière grasse,5,personnes,70134
20,cl,lait,,5,personnes,70134
60,g,chocolat noir,à pâtisser 60% ou 70%,6,personnes,62356
4,,oranges,,6,personnes,62356
4,cuillères à soupe,sucre en poudre,,6,personnes,62356
3,,oeufs,,6,personnes,62356
20,cl,crème liquide,,6,personnes,62356
25,cl,lait,,6,personnes,62356
4,feuilles,gélatine,alimentaire,6,personnes,62356
1,cuillère à café,miel,,6,personnes,62356
1/2,boule,pain,tranché,6,personnes,62356
2,cuillères à soupe,sucre glace,,6,personnes,62356
1,pincée,sel,,6,personnes,62356
,goutte,vinaigre,,6,personnes,62356
,,Cacao,en poudre dégraissé,6,personnes,62356
45,,boudoirs,,6,personnes,62702
1,,citron,,6,personnes,62702
30,cl,crème fraîche liquide,,6,personnes,62702
1,cuillère,café,de café soluble délayé dans 1 cuillère à café d'eau chaude,6,personnes,62702
125,g,sucre glace,,6,personnes,62702
3,,poires,,6,personnes,62702
80,g,Noix concassé,,6,personnes,62702
1,paquet,boudoir,,6,personnes,49147
1,kg,poire,,6,personnes,49147
1,kg,pomme,,6,personnes,49147
2,sachets,mousse au chocolat,,6,personnes,49147
,,Sirop,de poire,6,personnes,49147
,Aman,s,effilées,6,personnes,49147
,,Mousse au chocolat,ou (plus astucieux et rapide) 2 pots individuels de mousse au chocolat noir,4,personnes,27474
,Crème,marron,"(et des brisures de marrons glacés, si tu en trouves)",4,personnes,27474
,,Crème chantilly,(ou une bombe de chantilly,4,personnes,27474
,,Gâteaux,à la cuiller,4,personnes,27474
2,cuillères à soupe,rhum,,4,personnes,27474
1/2,,verre d'eau,,4,personnes,27474
,copeau,chocolat,pour la déco (facultatif),4,personnes,27474
100,g,nutella,,4,personnes,173794
2,,oeufs,,4,personnes,173794
40,g,beurre,,4,personnes,173794
24,,biscuits à la cuillère,,4,personnes,173794
1,,banane,,4,personnes,173794
1,paquet,spéculoos,,8,personnes,68895
1,grosse boîte,pêche,au sirop,8,personnes,68895
1/2,,mangue,,8,personnes,68895
40,cl,crème fraîche liquide,entière (fleurette),8,personnes,68895
60,g,cassonade,,8,personnes,68895
1,sachet,sucre vanillé,,8,personnes,68895
4,feuilles,gélatine,,8,personnes,68895
250,g,chocolat noir,dessert,8,verrines,225283
50,g,beurre,,8,verrines,225283
50,g,sucre,,8,verrines,225283
6,,oeufs,(6 blancs et 5 jaunes),8,verrines,225283
455,g,poire,au sirop (1 boite),8,verrines,225283
16,,biscuits à la cuillère,,8,verrines,225283
300,g,chocolat,,6,personnes,83554
4,,oeufs,,6,personnes,83554
30,g,sucre,,6,personnes,83554
1,boîte,biscuit à la cuillère,,6,personnes,83554
25,cl,café,noir,6,personnes,83554
125,g,beurre,,6,personnes,83554
4,,oeufs,,6,personnes,320429
1,,cuillère à soupe d'édulcorant,liquide,6,personnes,320429
,Aman,s,amère (selon votre goût),6,personnes,320429
1,cuillère à soupe d'aman,s,en poudre,6,personnes,320429
4,cuillères à soupe,fécule de maïs,(Maïzena),6,personnes,320429
500,g,fromage blanc,(si possible 0 %),6,personnes,320429
75,g,cerises,au sirop,6,personnes,320429
12,,fraises,,6,personnes,320429
2,cuillères à soupe d'aman,s,en poudre,6,personnes,320429
850,g,rhubarbe,,6,personnes,72965
1,gousse,vanille,,6,personnes,72965
60,g,sucre,,6,personnes,72965
15,,cl d'eau,,6,personnes,72965
6,feuilles,gélatine,,6,personnes,72965
4,,blancs d'oeuf,,6,personnes,72965
180,g,fromage blanc,,6,personnes,72965
20,,boudoirs,,6,personnes,72965
20,biscuit roses,Reims,,6,personnes,72965
20,,cl d'eau,,6,personnes,72965
50,g,sucre,,6,personnes,72965
1,cuillère à soupe,Xérès,ou autre alcool,6,personnes,72965
250,g,fraises,,6,personnes,72222
500,g,fromage blanc,à 20%,6,personnes,72222
40,,biscuits à la cuillère,,6,personnes,72222
3,feuilles,menthe,ou un sachet de tisane à la menthe,6,personnes,72222
1,,moules,à charlotte ou un moule à soufflé,6,personnes,72222
,,Biscuit à la cuillère,,6,Personnes,337975
1,,mi de jus d'orange,,6,Personnes,337975
1,cuillère à soupe,rhum,,6,Personnes,337975
250,g,mascarpone,,6,Personnes,337975
100,g,fromage blanc,,6,Personnes,337975
50,g,sucre glace,(selon les goûts et si les fruits sont sucrés),6,Personnes,337975
1,,mangue,bien mûre,6,Personnes,337975
200,g,framboises,(fraîches ou surgelées),6,Personnes,337975
3,cuillères à soupe,noix de coco rapée,,6,Personnes,337975
1,gousse,vanille,ou 1 cuillère à café de vanille en poudre,6,Personnes,337975
2,cuillères à soupe,fruit de la passion,(facultatif),6,Personnes,337975
2,sachets,chocolat,,6,personnes,47352
1,l,lait,,6,personnes,47352
100,g,noix de coco rapée,,6,personnes,47352
1,paquet,boudoir,,6,personnes,47352
4,paquets,petit beurre,,15,personnes,56190
500,g,beurre,,15,personnes,56190
300,g,sucre glace,,15,personnes,56190
200,g,chocolat,,15,personnes,56190
2,cuillères à café,chocolat en poudre,,15,personnes,56190
2,,lait,tiède,15,personnes,56190
6,,cuillères à soupe d'eau,chaude,15,personnes,56190
16,,fraises,,15,personnes,56190
12,,réglisse,bonbons,15,personnes,56190
400,g,faisselle,de chèvre bien égouttée,4,personnes,527916
4,,abricots,,4,personnes,527916
125,g,framboises,,4,personnes,527916
100,g,miel,de Dordogne,4,personnes,527916
20,g,beurre,,4,personnes,527916
2,branches,verveine,fraîche,4,personnes,527916
1,boîte,fraises,surgelées,6,personnes,32613
1,boîte,fraises,au sirop,6,personnes,32613
1,boîte,mascarpone,,6,personnes,32613
50,g,sucre,,6,personnes,32613
3,,oeufs,,6,personnes,32613
2,sachets,sucre vanillé,,6,personnes,32613
50,g d'aman,s,mondées concassées,6,personnes,32613
60,,biscuits à la cuillère,(les gros mous),6,personnes,32613
5,,pommes,,4,personnes,71313
5,cuillères à soupe,sucre,,4,personnes,71313
1,cuillère,rhum,ambré,4,personnes,71313
1,,pâte feuilletée,,4,personnes,71313
6,,moules,à charlotte,6,personnes,45106
250,g,mascarpone,,6,personnes,45106
25,g,sucre,dont 1 sachet de sucre vanillé,6,personnes,45106
2,,oeufs,,6,personnes,45106
1,,poire,,6,personnes,45106
1,gousse,vanille,,6,personnes,45106
1,,cuillère à soupe d'eau,,6,personnes,45106
20,,biscuits à la cuillère,,6,personnes,45106
3,cuillères à café,cacao,en poudre,6,personnes,45106
15,cl,café,fort,6,personnes,45106
1,grosse cuillère à soupe,rhum,,6,personnes,45106
200,g,chocolat noir,dessert,12,rondelles,165569
125,g,beurre,,12,rondelles,165569
150,g,sucre,,12,rondelles,165569
3,,jaunes d'oeuf,,12,rondelles,165569
1,boîte,petit beurre,,12,rondelles,165569
5,,pommes,golden,5,personnes,15229
1,bloc,pâte feuilletée,à étaler,5,personnes,15229
,,Sucre en poudre,,5,personnes,15229
1,,brique,de crème fleurette (20 cl),5,personnes,15229
,,Beurre,,5,personnes,15229
8,,caramel,au beurre salé,4,personnes,86451
20,cl,crème liquide,,4,personnes,86451
40,cl,glace vanille,et aux noix de Pécan (ou noix de macadamia),4,personnes,86451
,,Biscuit sablé,,4,personnes,86451
,,Crème chantilly,,4,personnes,86451
1/2,l,glace vanille,,4,personnes,25113
16,tranches,pain d'épices,,4,personnes,25113
1/2,l,crème anglaise,,4,personnes,25113
100,g,beurre demi-sel,,4,personnes,25113
250,g,farine,,5,personnes,37423
300,g,fromage blanc,0%,5,personnes,37423
2,,cuillères à café d'huile,,5,personnes,37423
1,cuillère à café,sel,,5,personnes,37423
4,,cuillères à soupe d'eau,tiède,5,personnes,37423
1,cuillère à café,levure chimique,,5,personnes,37423
,,Compote,sans sucre (au choix),5,personnes,37423
1,,oeuf,,5,personnes,37423
,,Pâte feuilletée,,4,personnes,84381
1,,oeuf,,4,personnes,84381
2,,pommes,,4,personnes,84381
,,Poivre,,4,personnes,84381
15,feuilles,basilic,,4,personnes,84381
1,cuillère à café,miel,,4,personnes,84381
1,,pâte feuilletée,,6,personnes,90029
4,,pommes,selon la grosseur,6,personnes,90029
6,,carambars©,classiques,6,personnes,90029
40,g,beurre salé,,6,personnes,90029
1,,oeuf,ou du lait pour dorer la pâte,6,personnes,90029
125,g,farine,,4,personnes,69059
75,g,beurre salé,,4,personnes,69059
50,g,sucre en poudre,,4,personnes,69059
1,,jaune d'oeuf,+ 1 pour la dorure,4,personnes,69059
1/2,cuillère à soupe,lait,,4,personnes,69059
300,g,myrtilles,,4,personnes,69059
3,,pommes,(reinette ou boskoop),4,personnes,28643
150,g,beurre,,4,personnes,28643
250,g,farine,,4,personnes,28643
1.5,cuillère à café,levure chimique,,4,personnes,28643
150,g,sucre,,4,personnes,28643
1,,oeuf,,4,personnes,28643
4,,pommes,type reinettes (sucrées et fermes),5,personnes,53798
1,,pâte feuilletée,au beurre toute prête,5,personnes,53798
2,tranches,pain d'épices,de bonne qualité,5,personnes,53798
25,g,beurre,,5,personnes,53798
800,g,farine,,6,personnes,371912
60,g,poudre d'amandes,,6,personnes,371912
150,g,graines de sésame,,6,personnes,371912
650,g,miel,,6,personnes,371912
100,g,beurre,,6,personnes,371912
10,cl d'eau,fleur d'oranger,,6,personnes,371912
1,sachet,levure,,6,personnes,371912
1,pincée,cannelle,,6,personnes,371912
50,,g d'huile d'olive,,6,personnes,371912
,Huile,friture,,6,personnes,371912
500,g,pâte feuilletée,,12,chaussons,112695
3,,pommes,,12,chaussons,112695
50,g,noisettes,"décortiquées,mondées et concassées",12,chaussons,112695
1,,jaune d'oeuf,,12,chaussons,112695
20,g,beurre,,12,chaussons,112695
50,g,sucre en poudre,.,12,chaussons,112695
1,sachet,sucre vanillé,,12,chaussons,112695
500,g,fromage blanc,,8,personnes,18862
10,cl,crème fraîche,,8,personnes,18862
200,g,petit beurre,,8,personnes,18862
100,g,noisettes,décortiquées,8,personnes,18862
100,g,beurre tendre,,8,personnes,18862
100,g,sucre,,8,personnes,18862
2,,oeufs,,8,personnes,18862
4,feuilles,gélatine,,8,personnes,18862
1,,citron,non traité,8,personnes,18862
1,pot,compote,sans sucre ajoutés (environ 300 g),8,pièces environ,48597
150,g,farine,,8,pièces environ,48597
1,,oeuf,,8,pièces environ,48597
4,,cuillères à soupe d'aspartame,cristallisée ou en poudre + éventuellement 2 cuillères à soupe pour la compote,8,pièces environ,48597
,,Eau,pour recoller les bords des chaussons,8,pièces environ,48597
,,Lait écrémé,,8,pièces environ,48597
,Cassona,,,8,pièces environ,48597
,Sucre,canne,"ou sucre cristallisé, suivant votre préférence",8,pièces environ,48597
200,g,fromage frais,(ricotta ou mascarpone),4,personnes,27355
200,g,yaourt,,4,personnes,27355
1,,citron,,4,personnes,27355
40,g,sucre,,4,personnes,27355
,,Framboises,,4,personnes,27355
,,Fraises,,4,personnes,27355
,,Groseille,,4,personnes,27355
,,Abricot,...,4,personnes,27355
,,Petit beurre,,4,personnes,27355
,,Biscuit,,4,personnes,27355
,,Spéculoos,...,4,personnes,27355
200,g,farine de blé,,6,personnes,254249
40,g,levure,de boulangerie,6,personnes,254249
3,cuillères à café,sucre,,6,personnes,254249
12,cl,lait,tiède(écrémé si possible),6,personnes,254249
1,pincée,sel,,6,personnes,254249
150,g,fromage blanc,0%,6,personnes,254249
1/2,cuillère à café,cannelle,en poudre,6,personnes,254249
1,,citron,,6,personnes,254249
1,,pomme,(2 si petites),6,personnes,254249
50,g,raisins secs,,6,personnes,254249
80,g,Digestive,ou «graham crackers» ou spéculoos,6,personnes,165647
40,g,beurre doux,,6,personnes,165647
250,g,kiri,,6,personnes,165647
20,cl,crème fraîche,,6,personnes,165647
100,g,sucre de canne,roux,6,personnes,165647
2,,oeufs,,6,personnes,165647
,,Vanille,en poudre ou 1 gousse de vanille,6,personnes,165647
1/2,,citron,(pour obtenir 2 cuillères à soupe de jus),6,personnes,165647
2,cuillères à soupe,farine de blé,,6,personnes,165647
1,pincée,sel,,6,personnes,165647
,,Moules,de 18cm de large (c'est important),6,personnes,165647
250,g,pâte brisée,,4,personnes,54936
1,,pomme,,4,personnes,54936
1,,banane,,4,personnes,54936
50,g,raisins secs,,4,personnes,54936
1,,oeuf,,4,personnes,54936
1,sachet,sucre vanillé,,4,personnes,54936
1,paquet,beurre,,6,personnes,56659
150,g,beurre,,6,personnes,56659
4,feuilles,gélatine,,6,personnes,56659
5,,citrons,,6,personnes,56659
125,g,Saint Morêt,,6,personnes,56659
125,cl,crème fraîche,,6,personnes,56659
75,g,sucre,,6,personnes,56659
,,Gelée,de citron,6,personnes,56659
24,biscuits thé,lu,,6,personnes,37630
50,g,beurre,,6,personnes,37630
20,cl,lait,,6,personnes,37630
4,,petits suisses,nature,6,personnes,37630
300,g,fromage blanc,,6,personnes,37630
2,pincées,sel,,6,personnes,37630
2,,oeufs,,6,personnes,37630
2,cuillères à café,vanille,en poudre,6,personnes,37630
,zeste,citron,,6,personnes,37630
80,g,sucre,,6,personnes,37630
225,g,biscuit,"type ""petits beurres"" écrasés",6,personnes,19416
25,g,sucre,,6,personnes,19416
75,g,beurre,fondu,6,personnes,19416
175,g,sucre,,6,personnes,19416
100,,ml d'eau,,6,personnes,19416
450,g,fromage blanc,,6,personnes,19416
2,,oeufs,battus,6,personnes,19416
15,cl,crème liquide,entière,6,personnes,19416
250,g,fromage,"style ""carré frais"" ;",6,personnes,25861
2,,citrons,(jus et zeste) ;,6,personnes,25861
400,g,lait concentré sucré,;,6,personnes,25861
12,,biscuits,"style ""petit beurre"" ;",6,personnes,25861
70,g,beurre,,6,personnes,25861
1,paquet,biscuit sablé,bretons ou biscuits à la cannelle type spéculoos,10,personnes,9640
60,g,beurre salé,,10,personnes,9640
6,,petits suisses,,10,personnes,9640
300,g,carré frais,,10,personnes,9640
4,,oeufs,,10,personnes,9640
100,g,sucre,,10,personnes,9640
,,Vanille,ou zeste de citron),10,personnes,9640
500,g,framboises,,10,personnes,9640
3,cuillères,sucre,,10,personnes,9640
1,jus,citron,,10,personnes,9640
250,g,petit beurre,ou galettes bretonnes,6,Personnes,336411
80,g,beurre salé,,6,Personnes,336411
500,g,Philadelphia,cream cheese nature,6,Personnes,336411
3,,oeufs,,6,Personnes,336411
125,g,sucre,,6,Personnes,336411
1,cuillère à café d'extrait,vanille,,6,Personnes,336411
180,g,biscuit,petit Beukelaer,6,personnes,93735
100,g,beurre,,6,personnes,93735
80,g,sucre,,6,personnes,93735
250,g,mascarpone,,6,personnes,93735
250,g,ricotta,,6,personnes,93735
3,,oeufs,,6,personnes,93735
1,cuillère,farine,,6,personnes,93735
1,sachet,vanilline,,6,personnes,93735
,Confiture,framboise,,6,personnes,93735
1,,mi de citron,,6,personnes,93735
1,,yaourt nature,,6,personnes,30461
20,g,fécule de pomme de terre,ou de maïzena,6,personnes,30461
3,cuillères à soupe,sucre,,6,personnes,30461
200,g,fromage blanc,à 0% de MG,6,personnes,30461
3,,oeufs,,6,personnes,30461
1,,pomme,,6,personnes,30461
5,g,beurre allégé,,6,personnes,30461
1,pincée,sel,,6,personnes,30461
250,g,spéculoos,,10,personnes,214900
40,g,sucre en poudre,,10,personnes,214900
75,g,beurre,fondu,10,personnes,214900
6,,petits suisses,de 60 g chacun,10,personnes,214900
300,g,fromage frais,nature,10,personnes,214900
3,,oeufs,,10,personnes,214900
230,g,sucre en poudre,,10,personnes,214900
2,cuillères à soupe,maïzena,,10,personnes,214900
2,cuillères à café,vanille,liquide,10,personnes,214900
1,cuillère à café,jus de citron,vert,10,personnes,214900
1,cuillère à café,cannelle,moulue,10,personnes,214900
2,,gingembre,frais,10,personnes,214900
300,g,carotte,cuites et réduites en purée fine,10,personnes,214900
250,g,palets coco,,8,personnes,67583
120,g,beurre,,8,personnes,67583
250,g,ricotta,,8,personnes,67583
150,g,Saint Morêt,,8,personnes,67583
1,,Gervita,,8,personnes,67583
1,,yaourt nature,au lait entier,8,personnes,67583
20,cl,lait de coco,,8,personnes,67583
,Noix,coco rapée,,8,personnes,67583
1,pot,griotte,,8,personnes,67583
4,,oeufs,,8,personnes,67583
225,g,biscuit,pour thé,8,personnes,55093
100,g,beurre,,8,personnes,55093
225,g,Saint Morêt,,8,personnes,55093
150,g,yaourt nature,épais,8,personnes,55093
25,g,sucre,,8,personnes,55093
,,Orange,,8,personnes,55093
1,,blanc d'oeuf,,8,personnes,55093
275,,chocolat blanc,,8,personnes,55093
1.5,tasse,farine,,10,personnes,81398
1/3,tasse,sucre,,10,personnes,81398
1,,oeuf,battu,10,personnes,81398
1/2,tasse,beurre,fondu,10,personnes,81398
1.2,kg,cream cheese,(vendu notamment par la marque jockey dans certaine grande surface au rayon fromage blanc...),10,personnes,81398
1/2,tasse,crème fraîche épaisse,,10,personnes,81398
2,,petits suisses,,10,personnes,81398
2,tasses,sucre,,10,personnes,81398
3,cuillères à soupe,maïzena,,10,personnes,81398
6,,oeufs,,10,personnes,81398
2,,jaunes d'oeuf,,10,personnes,81398
,Coulis,fruits rouges,(facultatif),10,personnes,81398
,,Fruits rouges,pour la décoration (facultatif),10,personnes,81398
200,g,farine,,8,personnes,67804
150,g,beurre,pas trop froid,8,personnes,67804
1,cuillère à soupe,lait,,8,personnes,67804
1,,jaune d'oeuf,,8,personnes,67804
30,g,sucre,,8,personnes,67804
1,sachet,sucre vanillé,,8,personnes,67804
1,bonne pincée,cannelle,,8,personnes,67804
1,pincée,sel,fin,8,personnes,67804
600,g,ricotta,,8,personnes,67804
100,g,mascarpone,,8,personnes,67804
2,,oeufs,entiers + 3 jaunes,8,personnes,67804
90,g,sucre en poudre,,8,personnes,67804
90,g,chocolat noir,,8,personnes,67804
1,cuillère à café d'extrait,vanille,,8,personnes,67804
220,g,petit beurre,,8,personnes,201208
100,g,beurre,fondu,8,personnes,201208
600,g,kiri,,8,personnes,201208
220,g,sucre en poudre,,8,personnes,201208
150,g,beurre tendre,,8,personnes,201208
4,,oeufs,,8,personnes,201208
110,g,bastogne,,6,personnes,42043
300,g,fromage frais,(de type St-Moret),6,personnes,42043
300,g,petit suisse,,6,personnes,42043
2,,oeufs,,6,personnes,42043
50,g,sucre roux,,6,personnes,42043
1,cuillère à soupe,vanille,liquide,6,personnes,42043
2,cuillères à soupe,sucre de canne,,6,personnes,42043
250,g,spéculoos,,8,Personnes,315277
120,g,beurre demi-sel,,8,Personnes,315277
20,cl,crème fraîche,entière,8,Personnes,315277
4,,yaourts,,8,Personnes,315277
160,g,sucre,,8,Personnes,315277
2,sachets,sucre vanillé,,8,Personnes,315277
1,,oeuf,,8,Personnes,315277
2,feuilles,gélatine,,8,Personnes,315277
3,cuillères à soupe,maïzena,,8,Personnes,315277
1,,citron,,8,Personnes,315277
1,pincée,sel,,8,Personnes,315277
200,g,Spritz,,12,personnes,50293
80,g,beurre,fondu,12,personnes,50293
4,,bananes,bien mûres,12,personnes,50293
4,,oeufs,,12,personnes,50293
6,,petits suisses,,12,personnes,50293
450,g,Saint Morêt,,12,personnes,50293
150,g,sucre en poudre,,12,personnes,50293
1,cuillère à soupe,cannelle,en poudre,12,personnes,50293
1,trait,jus de citron,,12,personnes,50293
300,g,caramel,mous,12,personnes,50293
2,,yaourts brassés,"nature type ""Velouté""",12,personnes,50293
4,,yaourts,natures (500 g),6,personnes,58176
100,g,mascarpone,,6,personnes,58176
10,cl,coulis framboise,,6,personnes,58176
1/2,,citron,,6,personnes,58176
60,g,cassonade,,6,personnes,58176
10,,cl d'eau,,6,personnes,58176
4,feuilles,gélatine,,6,personnes,58176
250,g,biscuits secs,(type spéculoos ou petits beurre),6,personnes,58176
60,g,beurre,fondu,6,personnes,58176
10,,biscottes,(100 g),12,personnes,13791
600,g,fromage blanc,,12,personnes,13791
200,g,crème fraîche,,12,personnes,13791
200,g,sucre en poudre,,12,personnes,13791
40,g,beurre,,12,personnes,13791
5,,oeufs,,12,personnes,13791
50,g,fécule,(ou de farine),12,personnes,13791
1,cuillère à café,levure,,12,personnes,13791
,zeste,citron,,12,personnes,13791
